TT,07,29,21,02,59,58,384383
,   0,182121
o,38042,15758922,15758934
o,38043,15765584,15765596
o,38044,15772246,15772258
o,38045,15778908,15778920
o,38046,15785570,15785582
o,38047,15792232,15792244
o,38048,15798894,15798906
o,38049,15805556,15805568
o,38050,15812736,15812748
o,38051,15819276,15819288
o,38052,15825936,15825948
o,38053,15832598,15832610
o,38054,15839260,15839272
o,38055,15845902,15845914
o,38056,15852564,15852576
o,38057,15859226,15859238
o,38058,15865888,15865900
o,38059,15872550,15872562
o,38060,15879730,15879742
a,38061,15886392,15886404
o,38062,15893054,15893066
o,38063,15899660,15899672
o,38064,15906322,15906334
o,38065,15912984,15912996
o,38066,15919646,15919658
o,38067,15926308,15926320
o,38068,15932970,15932982
o,38069,15939636,15939648
o,38070,15946816,15946828
o,38071,15953478,15953490
o,38072,15960140,15960152
o,38073,15966802,15966814
o,38074,15973464,15973476
o,38075,15980126,15980138
o,38076,15986760,15986772
o,38077,15993422,15993434
o,38078,16000084,16000096
o,38079,16006746,16006758
o,38080,16013850,16013862
o,38081,16020512,16020524
o,38082,16027174,16027186
o,38083,16033836,16033848
o,38084,16040498,16040510
o,38085,16047160,16047172
o,38086,16053822,16053834
o,38087,16060484,16060496
o,38088,16067146,16067158
o,38089,16073808,16073820
o,38090,16080988,16081000
o,38091,16087650,16087662
o,38092,16094312,16094324
o,38093,16100974,16100986
o,38094,16107638,16107650
o,38095,16114274,16114288
o,38096,16120938,16120950
o,38097,16127600,16127612
o,38098,16134262,16134274
o,38099,16140812,16140824
o,38100,16147992,16148004
o,38101,16154654,16154666
o,38102,16161318,16161330
o,38103,16167980,16167992
o,38104,16174642,16174654
o,38105,16181304,16181316
o,38106,16187966,16187978
o,38107,16194628,16194640
o,38108,16201290,16201302
o,38109,16207952,16207964
o,38110,16215132,16215144
o,38111,16221794,16221806
o,38112,16228456,16228468
o,38113,16235118,16235130
o,38114,16241780,16241792
o,38115,16248442,16248454
o,38116,16255108,16255120
o,38117,16261770,16261782
o,38118,16268432,16268444
o,38119,16275094,16275106
o,38120,16282274,16282286
o,38121,16288936,16288948
o,38122,16295598,16295610
o,38123,16302260,16302272
o,38124,16308922,16308934
o,38125,16315584,16315596
o,38126,16322246,16322258
o,38127,16328908,16328920
o,38128,16335372,16335384
o,38129,16342034,16342046
o,38130,16349212,16349224
o,38131,16355874,16355886
o,38132,16362536,16362548
o,38133,16369198,16369210
o,38134,16375820,16375832
o,38135,16382952,16382964
o,38136,16389738,16389752
o,38137,16396400,16396412
o,38138,16403062,16403076
EC, 932,24102,   0,25035
ER,24320, 706,   8
o,38139,16409614,16409626
o,38140,16416794,16416806
o,38141,16423456,16423468
o,38142,16430116,16430128
,38143,16436778,16436790
o,38144,16443440,16443452
o,38145,16450102,16450114
o,38146,16456764,16456776
o,38147,16463426,16463438
o,38148,16470028,16470040
o,38149,16476690,16476702
o,38150,16483868,16483880
o,38151,16490530,16490542
o,38152,16497192,16497204
o,38153,16503856,16503868
o,38154,16510518,16510530
o,38155,16517180,16517192
o,38156,16523790,16523802
o,38157,16530452,16530464
o,38158,16537114,16537126
o,38159,16543776,16543788
o,38160,16550956,16550968
o,38161,16557618,16557630
o,38162,16564280,16564292
o,38163,16570942,16570954
o,38164,16577604,16577616
o,38165,16584266,16584278
o,38166,16590928,16590940
o,38167,16597590,16597602
o,38168,16604252,16604264
o,38169,16610914,16610926
o,38170,16618094,16618106
o,38171,16624652,16624664
o,38172,16631314,16631326
o,38173,16637976,16637988
o,38174,16644638,16644650
o,38175,16651302,16651314
o,38176,16657964,16657976
o,38177,16664626,16664638
o,38178,16671288,16671300
o,38179,16677950,16677962
o,38180,16685130,16685142
o,38181,16691724,16691736
o,38182,16698388,16698400
o,38183,16705052,16705064
o,38184,16711712,16711724
o,38185,16718374,16718386
o,38186,16725036,16725048
o,38187,16731698,16731710
t,10429,16736810,16736822
o,38188,16738534,16738546
o,38189,16744972,16744984
o,38190,16752152,16752164
o,38191,16758814,16758826
o,38192,16765474,16765486
o,38193,16772136,16772148
o,38194,16778798,16778810
o,38195,16785432,16785444
o,38196,16792094,16792106
o,38197,16798756,16798768
o,38198,16805418,16805430
o,38199,16812080,16812092
o,38200,16819260,16819272
o,38201,16825922,16825934
o,38202,16832584,16832596
o,38203,16839246,16839258
o,38204,16845908,16845920
o,38205,16852570,16852582
o,38206,16859232,16859244
o,38207,16865898,16865910
o,38208,16872460,16872472
o,38209,16879122,16879134
o,38210,16886302,16886314
o,38211,16892962,16892974
o,38212,16899624,16899636
o,38213,16906286,16906298
o,38214,16912948,16912960
o,38215,16919610,16919622
o,38216,16926228,16926240
o,38217,16932888,16932900
o,38218,16939548,16939560
o,38219,16946212,16946224
o,38220,16953390,16953402
o,38221,16960052,16960064
o,38222,16966714,16966726
o,38223,16973376,16973388
o,38224,16980038,16980050
o,38225,16986700,16986712
o,38226,16993362,16993374
o,38227,17000024,17000036
o,38228,17006608,17006620
o,38229,17013270,17013282
o,38230,17020450,17020462
o,38231,17027112,17027124
o,38232,17033774,17033786
o,38233,17040436,17040448
o,38234,17047100,17047112
o,38235,17053762,17053774
EC, 974,25060,   0,26035
ER,25288, 738,   8
o,38236,17060428,17060442
o,38237,17067092,17067104
o,38238,17073680,17073692
o,38239,17080342,17080354
o,38240,17087522,17087534
o,38241,17094184,17094196
o,38242,17100804,17100818
o,38243,17107466,17107478
o,38244,17114128,17114140
o,38245,17120790,17120802
o,38246,17127452,17127464
o,38247,17134114,17134126
o,38248,17140776,17140788
o,38249,17147438,17147450
o,38250,17154618,17154630
o,38251,17161280,17161292
o,38252,17167942,17167954
o,38253,17174604,17174616
o,38254,17181266,17181278
o,38255,17188600,17188612
o,38256,17195022,17195034
o,38257,17201684,17201696
o,38258,17208346,17208358
o,38259,17215008,17215020
o,38260,17222188,17222200
o,38261,17228850,17228862
o,38262,17235512,17235524
o,38263,17242124,17242136
o,38264,17248786,17248798
o,38265,17255448,17255460
o,38266,17262110,17262122
o,38267,17268772,17268784
o,38268,17275434,17275446
o,38269,17282098,17282110
o,38270,17289276,17289288
o,38271,17295938,17295950
o,38272,17302600,17302612
o,38273,17309262,17309274
o,38274,17315926,17315938
o,38275,17322512,17322524
o,38276,17329174,17329186
o,38277,17335834,17335846
o,38278,17342496,17342508
o,38279,17349158,17349170
o,38280,17356334,17356346
o,38281,17362996,17363008
o,38282,17369658,17369670
o,38283,17376320,17376332
o,38284,17382982,17382994
o,38285,17389644,17389656
o,38286,17396306,17396318
o,38287,17402892,17402904
o,38288,17409554,17409566
o,38289,17416216,17416228
o,38290,17423392,17423404
o,38291,17430052,17430064
o,38292,17436714,17436726
o,38293,17443376,17443388
o,38294,17450038,17450050
o,38295,17456700,17456712
o,38296,17463364,17463376
o,38297,17470026,17470038
o,38298,17476688,17476700
o,38299,17483350,17483362
o,38300,17490528,17490540
o,38301,17497190,17497202
o,38302,17503852,17503864
o,38303,17510514,17510526
o,38304,17517176,17517188
o,38305,17523838,17523850
o,38306,17530500,17530512
o,38307,17537162,17537174
o,38308,17543824,17543836
o,38309,17550486,17550498
o,38310,17557664,17557676
o,38311,17564326,17564338
o,38312,17570988,17571000
o,38313,17577650,17577662
o,38314,17584312,17584324
o,38315,17591226,17591238
o,38316,17597964,17597976
a,38317,17604626,17604638
o,38318,17611288,17611300
o,38319,17617950,17617962
o,38320,17625106,17625118
o,38321,17631766,17631778
o,38322,17638428,17638440
o,38323,17645090,17645102
o,38324,17651752,17651764
o,38325,17658414,17658426
o,38326,17665076,17665088
o,38327,17671738,17671750
o,38328,17678400,17678412
o,38329,17685062,17685074
o,38330,17692242,17692254
o,38331,17698904,17698916
o,38332,17705568,17705580
o,38333,17712230,17712242
EC,1016,26019,   0,27035
ER,26257, 770,   8
o,38334,17718894,17718906
o,38335,17725518,17725530
o,38336,17732182,17732194
o,38337,17738844,17738856
o,38338,17745506,17745518
o,38339,17752168,17752180
o,38340,17759346,17759358
o,38341,17766008,17766020
o,38342,17772670,17772682
o,38343,17779212,17779224
o,38344,17785872,17785884
o,38345,17792534,17792546
o,38346,17799196,17799208
o,38347,17805858,17805870
o,38348,17812520,17812532
o,38349,17819182,17819194
o,38350,17826362,17826374
o,38351,17833024,17833036
o,38352,17839686,17839698
o,38353,17846284,17846296
o,38354,17852946,17852958
o,38355,17859608,17859620
o,38356,17866272,17866284
o,38357,17872934,17872946
o,38358,17879596,17879608
o,38359,17886258,17886270
o,38360,17893438,17893450
o,38361,17900100,17900112
o,38362,17906762,17906774
o,38363,17913424,17913436
o,38364,17920086,17920098
o,38365,17926748,17926760
o,38366,17933410,17933422
o,38367,17940074,17940086
o,38368,17946736,17946748
o,38369,17953398,17953410
o,38370,17960578,17960590
o,38371,17967240,17967252
o,38372,17973902,17973914
o,38373,17980564,17980576
o,38374,17987226,17987238
o,38375,17993888,17993900
o,38376,18000552,18000564
o,38377,18007052,18007064
o,38378,18013714,18013726
o,38379,18020374,18020386
o,38380,18027554,18027566
o,38381,18034214,18034226
o,38382,18040874,18040886
o,38383,18047534,18047546
o,38384,18054194,18054206
o,38385,18060854,18060866
o,38386,18067516,18067528
o,38387,18074178,18074190
o,38388,18080840,18080852
o,38389,18087502,18087514
o,38390,18094682,18094694
o,38391,18101344,18101356
o,38392,18108006,18108018
o,38393,18114668,18114680
o,38394,18121332,18121344
o,38395,18127940,18127952
o,38396,18134602,18134614
o,38397,18141266,18141278
o,38398,18147852,18147864
,38399,18154514,18154526
o,38400,18161694,18161706
o,38401,18168354,18168366
o,38402,18175016,18175028
o,38403,18181678,18181690
o,38404,18188338,18188350
o,38405,18195000,18195012
o,38406,18201662,18201674
o,38407,18208268,18208280
o,38408,18214928,18214940
o,38409,18221590,18221602
o,38410,18228770,18228782
o,38411,18235432,18235444
o,38412,18242094,18242106
o,38413,18248754,18248766
o,38414,18255416,18255428
o,38415,18262080,18262092
o,38416,18269404,18269416
o,38417,18276066,18276078
o,38418,18282508,18282520
o,38419,18289170,18289182
o,38420,18296350,18296362
o,38421,18303012,18303024
o,38422,18309672,18309684
o,38423,18316332,18316344
o,38424,18322994,18323006
o,38425,18329656,18329668
o,38426,18336318,18336330
o,38427,18342980,18342992
o,38428,18349642,18349654
o,38429,18356306,18356318
o,38430,18363484,18363496
EC,1058,26977,   0,28036
ER,27226, 801,   8
o,38431,18370148,18370160
o,38432,18376810,18376822
o,38433,18383472,18383484
o,38434,18390032,18390044
o,38435,18396694,18396706
o,38436,18403436,18403448
o,38437,18410098,18410110
o,38438,18416652,18416664
o,38439,18423316,18423328
o,38440,18430494,18430506
o,38441,18437156,18437168
o,38442,18443818,18443830
o,38443,18450480,18450492
o,38444,18457144,18457156
o,38445,18463806,18463818
o,38446,18470468,18470480
o,38447,18477130,18477142
o,38448,18483792,18483804
o,38449,18490454,18490466
o,38450,18497634,18497646
o,38451,18504296,18504308
o,38452,18510958,18510970
o,38453,18517620,18517632
o,38454,18524282,18524294
o,38455,18530944,18530956
o,38456,18537770,18537782
o,38457,18544140,18544152
o,38458,18550802,18550814
o,38459,18557462,18557474
o,38460,18564642,18564654
o,38461,18571304,18571316
o,38462,18577966,18577978
o,38463,18584628,18584640
o,38464,18591290,18591302
o,38465,18597952,18597964
o,38466,18604616,18604628
o,38467,18611278,18611290
o,38468,18617940,18617952
o,38469,18624602,18624614
o,38470,18631782,18631794
o,38471,18638444,18638456
o,38472,18645106,18645118
o,38473,18651768,18651780
o,38474,18658430,18658442
o,38475,18665054,18665066
o,38476,18671716,18671728
o,38477,18678378,18678390
o,38478,18685040,18685052
o,38479,18691702,18691714
o,38480,18698882,18698894
o,38481,18705544,18705556
o,38482,18712206,18712218
o,38483,18718732,18718744
o,38484,18725394,18725406
o,38485,18732056,18732068
o,38486,18738718,18738730
o,38487,18745380,18745392
o,38488,18752042,18752054
o,38489,18758704,18758716
o,38490,18765882,18765894
o,38491,18772544,18772556
o,38492,18779148,18779160
o,38493,18785810,18785822
o,38494,18792472,18792484
o,38495,18799134,18799146
o,38496,18806252,18806264
o,38497,18812942,18812954
o,38498,18819604,18819616
o,38499,18826266,18826278
o,38500,18833446,18833458
o,38501,18840108,18840120
o,38502,18846770,18846782
o,38503,18853432,18853444
o,38504,18860094,18860106
o,38505,18866756,18866768
o,38506,18873418,18873430
o,38507,18880080,18880092
o,38508,18886742,18886754
o,38509,18893326,18893338
o,38510,18900504,18900516
o,38511,18907166,18907178
o,38512,18913804,18913816
o,38513,18920466,18920478
o,38514,18927128,18927140
o,38515,18933766,18933778
o,38516,18940428,18940440
o,38517,18947090,18947102
o,38518,18953750,18953762
o,38519,18960412,18960424
o,38520,18967592,18967604
o,38521,18974254,18974266
o,38522,18980914,18980926
o,38523,18987576,18987588
o,38524,18994238,18994250
o,38525,19000900,19000912
o,38526,19007500,19007512
o,38527,19014164,19014176
o,38528,19020824,19020836
EC,1101,27935,   0,29036
ER,28194, 833,   8
o,38529,19027488,19027500
o,38530,19034668,19034680
o,38531,19041330,19041342
o,38532,19047992,19048004
o,38533,19054654,19054666
o,38534,19061260,19061272
o,38535,19068396,19068408
o,38536,19075086,19075098
o,38537,19081748,19081760
o,38538,19088408,19088420
o,38539,19095068,19095080
o,38540,19102248,19102260
o,38541,19108910,19108922
o,38542,19115572,19115584
o,38543,19122234,19122246
o,38544,19128896,19128908
o,38545,19135560,19135572
o,38546,19142222,19142234
o,38547,19148884,19148896
o,38548,19155472,19155484
o,38549,19162134,19162146
o,38550,19169312,19169324
o,38551,19175974,19175986
o,38552,19182636,19182648
o,38553,19189298,19189310
o,38554,19195958,19195970
o,38555,19203108,19203120
o,38556,19209772,19209784
o,38557,19216434,19216446
o,38558,19223096,19223108
o,38559,19229758,19229770
o,38560,19236934,19236946
o,38561,19243596,19243608
o,38562,19250258,19250270
o,38563,19256920,19256932
o,38564,19263582,19263594
o,38565,19270244,19270256
o,38566,19276906,19276918
o,38567,19283568,19283580
o,38568,19290230,19290242
o,38569,19296892,19296904
o,38570,19304068,19304080
o,38571,19310730,19310742
o,38572,19317392,19317404
a,38573,19324054,19324066
o,38574,19330716,19330728
o,38575,19337318,19337330
o,38576,19343980,19343992
o,38577,19350540,19350552
o,38578,19357202,19357214
o,38579,19363864,19363876
o,38580,19371042,19371054
o,38581,19377704,19377716
o,38582,19384366,19384378
o,38583,19390988,19391000
o,38584,19397650,19397662
o,38585,19404312,19404324
o,38586,19410974,19410986
o,38587,19417636,19417648
o,38588,19424298,19424310
o,38589,19430960,19430972
o,38590,19438136,19438148
o,38591,19444798,19444810
o,38592,19451460,19451472
o,38593,19458122,19458134
o,38594,19464784,19464796
o,38595,19471718,19471730
o,38596,19479058,19479070
o,38597,19485722,19485734
o,38598,19492384,19492396
o,38599,19499048,19499060
o,38600,19505708,19505720
o,38601,19512370,19512382
o,38602,19519032,19519044
o,38603,19525694,19525706
o,38604,19532356,19532368
o,38605,19539018,19539030
o,38606,19545680,19545692
o,38607,19552342,19552354
o,38608,19559004,19559016
o,38609,19565668,19565680
o,38610,19572328,19572340
o,38611,19578990,19579002
o,38612,19585652,19585664
o,38613,19592314,19592326
o,38614,19598860,19598872
o,38615,19606004,19606016
o,38616,19612686,19612698
o,38617,19619348,19619360
o,38618,19626010,19626022
o,38619,19633188,19633200
o,38620,19639850,19639862
o,38621,19646512,19646524
o,38622,19653174,19653186
o,38623,19659836,19659848
o,38624,19666498,19666510
o,38625,19673162,19673174
o,38626,19679824,19679836
EC,1144,28893,   0,30037
ER,29164, 865,   8
o,38627,19686414,19686426
o,38628,19693076,19693088
o,38629,19700254,19700266
o,38630,19706916,19706928
o,38631,19713578,19713590
o,38632,19720240,19720252
o,38633,19726902,19726914
o,38634,19733564,19733576
o,38635,19740228,19740240
o,38636,19746890,19746902
o,38637,19753552,19753564
o,38638,19760214,19760226
o,38639,19767394,19767406
o,38640,19774056,19774068
o,38641,19780718,19780730
o,38642,19787380,19787392
o,38643,19793932,19793944
o,38644,19800592,19800604
o,38645,19807252,19807264
o,38646,19813900,19813912
o,38647,19820560,19820572
o,38648,19827222,19827234
o,38649,19834398,19834410
o,38650,19841058,19841070
o,38651,19847720,19847732
o,38652,19854382,19854394
o,38653,19861042,19861054
o,38654,19867704,19867716
,38655,19874514,19874526
o,38656,19880972,19880984
o,38657,19887634,19887646
o,38658,19894294,19894306
o,38659,19901472,19901484
o,38660,19908108,19908120
o,38661,19914770,19914782
o,38662,19921432,19921444
o,38663,19928096,19928108
o,38664,19934758,19934770
o,38665,19941420,19941432
o,38666,19948082,19948094
o,38667,19954700,19954712
o,38668,19961362,19961374
o,38669,19968540,19968552
o,38670,19975180,19975192
o,38671,19981842,19981854
o,38672,19988504,19988516
o,38673,19995166,19995178
o,38674,20001826,20001838
o,38675,20008492,20008504
o,38676,20015154,20015166
o,38677,20021814,20021826
o,38678,20028476,20028488
o,38679,20035600,20035612
o,38680,20042260,20042272
o,38681,20048922,20048934
o,38682,20055584,20055596
o,38683,20062244,20062256
o,38684,20068906,20068918
o,38685,20075568,20075580
o,38686,20082230,20082242
o,38687,20088892,20088904
o,38688,20095554,20095566
o,38689,20102732,20102744
o,38690,20109394,20109406
o,38691,20116056,20116068
o,38692,20122718,20122730
o,38693,20129302,20129314
o,38694,20135964,20135976
o,38695,20142628,20142642
o,38696,20149290,20149302
o,38697,20155952,20155964
o,38698,20162614,20162626
o,38699,20169792,20169804
o,38700,20176454,20176466
o,38701,20183116,20183128
o,38702,20189778,20189790
o,38703,20196440,20196452
o,38704,20203102,20203114
o,38705,20209678,20209690
o,38706,20216338,20216350
o,38707,20223000,20223012
o,38708,20229662,20229674
o,38709,20236840,20236852
o,38710,20243502,20243514
o,38711,20250164,20250176
o,38712,20256828,20256840
o,38713,20263490,20263502
o,38714,20270152,20270164
o,38715,20276814,20276826
o,38716,20283478,20283490
o,38717,20290140,20290152
o,38718,20296802,20296814
o,38719,20303980,20303992
o,38720,20310642,20310654
o,38721,20317304,20317316
o,38722,20323968,20323980
o,38723,20330630,20330642
EC,1186,29851,   0,31037
ER,30132, 897,   8
o,38724,20337166,20337178
o,38725,20343828,20343840
o,38726,20350490,20350502
o,38727,20357152,20357164
o,38728,20363812,20363824
o,38729,20370990,20371002
o,38730,20377652,20377664
o,38731,20384314,20384326
o,38732,20390976,20390988
o,38733,20397580,20397592
o,38734,20404240,20404252
o,38735,20411386,20411400
o,38736,20418062,20418074
o,38737,20424724,20424736
o,38738,20431386,20431398
o,38739,20438566,20438578
o,38740,20445228,20445240
o,38741,20451890,20451902
o,38742,20458552,20458564
o,38743,20465214,20465226
o,38744,20471876,20471888
o,38745,20478538,20478550
o,38746,20485200,20485212
o,38747,20491862,20491874
o,38748,20498448,20498460
o,38749,20505626,20505638
o,38750,20512288,20512300
o,38751,20518950,20518962
o,38752,20525612,20525624
o,38753,20532276,20532288
o,38754,20538938,20538950
o,38755,20545560,20545572
o,38756,20552718,20552730
o,38757,20559380,20559392
o,38758,20566042,20566054
o,38759,20573222,20573234
o,38760,20579884,20579896
o,38761,20586546,20586558
o,38762,20593208,20593220
o,38763,20599870,20599882
o,38764,20606532,20606544
o,38765,20613194,20613206
o,38766,20619856,20619868
o,38767,20626518,20626530
o,38768,20633180,20633192
o,38769,20640360,20640372
o,38770,20647022,20647034
o,38771,20653684,20653696
o,38772,20660346,20660358
o,38773,20666892,20666904
t,10430,20669128,20669138
o,38774,20673558,20673570
o,38775,20680218,20680230
o,38776,20686880,20686892
o,38777,20693544,20693556
o,38778,20700204,20700216
o,38779,20707384,20707396
o,38780,20714046,20714058
o,38781,20720708,20720720
o,38782,20727370,20727382
o,38783,20734032,20734044
o,38784,20740620,20740632
o,38785,20747282,20747294
o,38786,20753944,20753956
o,38787,20760604,20760616
o,38788,20767266,20767278
o,38789,20774444,20774456
o,38790,20781106,20781118
o,38791,20787768,20787780
o,38792,20794430,20794442
o,38793,20801092,20801104
o,38794,20807692,20807704
o,38795,20814778,20814790
o,38796,20822136,20822148
o,38797,20828798,20828810
o,38798,20835340,20835352
o,38799,20842520,20842532
o,38800,20849180,20849192
o,38801,20855842,20855854
o,38802,20862504,20862516
o,38803,20869164,20869176
o,38804,20875826,20875838
o,38805,20882444,20882456
o,38806,20889106,20889118
o,38807,20895768,20895780
o,38808,20902430,20902442
o,38809,20909610,20909622
o,38810,20916272,20916284
o,38811,20922934,20922946
o,38812,20929596,20929608
o,38813,20936260,20936272
o,38814,20942860,20942872
o,38815,20949522,20949534
o,38816,20956182,20956194
o,38817,20963342,20963354
o,38818,20970002,20970014
o,38819,20977182,20977194
o,38820,20983844,20983856
o,38821,20990506,20990520
EC,1229,30809,   0,32038
ER,31101, 929,   8
o,38822,20997168,20997180
o,38823,21003828,21003840
o,38824,21010490,21010502
o,38825,21017152,21017164
o,38826,21023814,21023826
o,38827,21030476,21030488
o,38828,21037138,21037150
a,38829,21044318,21044330
o,38830,21050980,21050992
o,38831,21057642,21057654
o,38832,21064304,21064316
o,38833,21070966,21070978
o,38834,21077628,21077640
o,38835,21084436,21084448
o,38836,21091342,21091354
o,38837,21098004,21098016
o,38838,21104666,21104678
o,38839,21111842,21111854
o,38840,21118504,21118516
o,38841,21125166,21125178
o,38842,21131826,21131838
o,38843,21138488,21138500
o,38844,21145150,21145162
o,38845,21151812,21151824
o,38846,21158474,21158486
o,38847,21165136,21165148
o,38848,21171798,21171810
o,38849,21178976,21178988
o,38850,21185638,21185650
o,38851,21192300,21192312
o,38852,21198962,21198974
o,38853,21205624,21205636
o,38854,21212286,21212298
o,38855,21218948,21218960
o,38856,21225484,21225496
o,38857,21232146,21232158
o,38858,21238810,21238822
o,38859,21245968,21245980
o,38860,21252630,21252642
o,38861,21259292,21259304
o,38862,21265954,21265966
o,38863,21272618,21272630
o,38864,21279280,21279292
o,38865,21285942,21285954
o,38866,21292606,21292618
o,38867,21299268,21299280
o,38868,21305930,21305942
o,38869,21313108,21313120
o,38870,21319770,21319782
o,38871,21326348,21326360
o,38872,21333010,21333022
o,38873,21339672,21339684
o,38874,21346334,21346346
o,38875,21353164,21353176
o,38876,21359826,21359838
o,38877,21366488,21366500
o,38878,21373150,21373162
o,38879,21380112,21380124
o,38880,21386774,21386786
o,38881,21393434,21393446
o,38882,21400096,21400108
o,38883,21406758,21406770
o,38884,21413420,21413432
o,38885,21420082,21420094
o,38886,21426744,21426756
o,38887,21433406,21433418
o,38888,21440012,21440024
o,38889,21447190,21447202
o,38890,21453852,21453864
o,38891,21460514,21460526
o,38892,21467176,21467188
o,38893,21473840,21473852
o,38894,21480502,21480514
o,38895,21487124,21487136
o,38896,21493784,21493796
o,38897,21500446,21500458
o,38898,21507108,21507120
o,38899,21514286,21514298
o,38900,21520946,21520958
o,38901,21527608,21527620
o,38902,21534270,21534282
o,38903,21540932,21540944
llego jejeje
n,10431,21543832,21543844
S,38904,21544000,21544010
o,38905,21548290,21548302
o,38906,21554952,21554964
o,38907,21561364,21561376
o,38908,21568026,21568038
o,38909,21574688,21574700
o,38910,21581868,21581880
,38911,21588530,21588542
o,38912,21595192,21595204
o,38913,21601854,21601866
o,38914,21608516,21608528
o,38915,21615178,21615190
o,38916,21622680,21622692
o,38917,21629456,21629468
o,38918,21636120,21636132
o,38919,21642782,21642794
EC,1272,31766,   0,33039
ER,32068, 962,   8
o,38920,21649962,21649974
o,38921,21656624,21656636
o,38922,21663286,21663298
o,38923,21669948,21669960
o,38924,21676610,21676622
o,38925,21683272,21683284
o,38926,21689934,21689946
o,38927,21696596,21696608
o,38928,21703258,21703270
o,38929,21709920,21709932
o,38930,21717100,21717112
o,38931,21723660,21723672
o,38932,21730322,21730334
o,38933,21736984,21736996
o,38934,21743646,21743658
o,38935,21750308,21750320
o,38936,21756970,21756982
o,38937,21763596,21763610
S,38904,21769742,21769754
o,38938,21770774,21770786
o,38939,21777438,21777450
o,38940,21784616,21784628
o,38941,21791276,21791288
o,38942,21797938,21797950
o,38943,21804600,21804612
o,38944,21811262,21811274
o,38945,21817924,21817936
o,38946,21824586,21824598
o,38947,21831182,21831194
o,38948,21837844,21837856
o,38949,21844506,21844518
o,38950,21851686,21851698
o,38951,21858346,21858358
o,38952,21865006,21865018
o,38953,21871668,21871680
o,38954,21878330,21878342
o,38955,21884992,21885004
o,38956,21892526,21892538
o,38957,21899278,21899290
o,38958,21905940,21905952
o,38959,21912602,21912614
o,38960,21919780,21919792
o,38961,21926442,21926454
o,38962,21933104,21933116
o,38963,21939766,21939778
o,38964,21946430,21946442
o,38965,21953036,21953048
o,38966,21959698,21959710
o,38967,21966360,21966372
o,38968,21973022,21973034
o,38969,21979684,21979696
o,38970,21986860,21986872
o,38971,21993520,21993532
o,38972,22000140,22000152
o,38973,22006802,22006814
o,38974,22013464,22013476
o,38975,22020126,22020138
o,38976,22026788,22026800
o,38977,22033452,22033466
o,38978,22040114,22040126
o,38979,22046776,22046788
o,38980,22053954,22053966
o,38981,22060616,22060628
o,38982,22067278,22067290
o,38983,22073940,22073952
o,38984,22080602,22080614
o,38985,22087186,22087198
o,38986,22093848,22093860
o,38987,22100510,22100522
o,38988,22107170,22107182
o,38989,22113832,22113844
o,38990,22121010,22121022
o,38991,22127672,22127684
o,38992,22134334,22134346
o,38993,22140940,22140952
o,38994,22147602,22147614
o,38995,22154264,22154276
o,38996,22160926,22160938
o,38997,22167606,22167618
o,38998,22174268,22174280
o,38999,22180930,22180942
o,39000,22188108,22188120
o,39001,22194770,22194782
o,39002,22201356,22201368
o,39003,22208018,22208030
o,39004,22214680,22214692
S,38904,22220826,22220838
o,39005,22221858,22221870
o,39006,22228522,22228534
o,39007,22235186,22235198
o,39008,22241846,22241858
o,39009,22248510,22248522
o,39010,22255170,22255182
o,39011,22261832,22261844
o,39012,22268494,22268506
o,39013,22275156,22275168
o,39014,22281818,22281830
o,39015,22288482,22288494
o,39016,22295058,22295070
EC,1315,32724,   0,34039
ER,33037, 993,   8
o,39017,22301722,22301736
o,39018,22308384,22308396
o,39019,22315048,22315060
o,39020,22321708,22321720
o,39021,22328370,22328382
o,39022,22335032,22335044
o,39023,22341694,22341706
o,39024,22348356,22348368
o,39025,22355018,22355030
o,39026,22361680,22361692
o,39027,22368344,22368356
o,39028,22375006,22375018
o,39029,22381590,22381602
o,39030,22388248,22388260
o,39031,22394910,22394922
o,39032,22401572,22401584
o,39033,22408234,22408246
o,39034,22414896,22414908
o,39035,22421516,22421528
o,39036,22428178,22428190
o,39037,22434840,22434852
o,39038,22441502,22441514
o,39039,22448166,22448178
o,39040,22454826,22454838
o,39041,22461488,22461500
o,39042,22468150,22468162
o,39043,22474812,22474824
o,39044,22481474,22481486
o,39045,22488136,22488148
o,39046,22494798,22494810
o,39047,22501460,22501472
o,39048,22508122,22508134
o,39049,22514786,22514798
o,39050,22521448,22521462
o,39051,22528016,22528028
o,39052,22534678,22534690
o,39053,22541342,22541354
o,39054,22548004,22548016
o,39055,22554666,22554678
o,39056,22561284,22561298
o,39057,22567946,22567960
o,39058,22574608,22574620
o,39059,22581272,22581284
o,39060,22587932,22587944
o,39061,22594594,22594606
o,39062,22601254,22601266
o,39063,22607916,22607928
o,39064,22614578,22614590
o,39065,22621240,22621252
o,39066,22627852,22627864
o,39067,22634512,22634524
o,39068,22641174,22641186
o,39069,22647838,22647850
o,39070,22654498,22654510
o,39071,22661160,22661172
o,39072,22667822,22667834
o,39073,22674484,22674496
o,39074,22681100,22681112
o,39075,22687762,22687774
o,39076,22694882,22694894
o,39077,22701582,22701594
o,39078,22708242,22708254
o,39079,22715420,22715432
o,39080,22722082,22722094
o,39081,22728744,22728756
o,39082,22735406,22735418
o,39083,22742068,22742080
o,39084,22748684,22748696
o,39085,22755346,22755358
a,39086,22762008,22762020
o,39087,22768670,22768682
o,39088,22775332,22775344
o,39089,22782510,22782522
o,39090,22789172,22789184
